rank,star,status,status_datetime,officer_id,trr_id
OFFICER,6872.0,,2016-09-01 12:11:00-05:00,12529,98916
SERGEANT,1424.0,,2016-09-01 12:19:00-05:00,1,98916
LIEUTENANT,486.0,,2016-09-01 12:29:00-05:00,30029,98916
SERGEANT,2104.0,,2016-09-01 02:12:00-05:00,8214,98917
SERGEANT,956.0,,2016-09-01 02:18:00-05:00,13892,98917
LIEUTENANT,362.0,,2016-09-01 03:05:00-05:00,31321,98917
OFFICER,11304.0,,2016-09-01 02:28:00-05:00,1692,98918
SERGEANT,956.0,,2016-09-01 02:31:00-05:00,13892,98918
LIEUTENANT,362.0,,2016-09-01 03:07:00-05:00,31321,98918
OFFICER,14995.0,,2016-09-01 02:24:00-05:00,17802,98919
SERGEANT,1376.0,,2016-09-01 03:04:00-05:00,639,98919
LIEUTENANT,431.0,,2016-09-01 04:20:00-05:00,31135,98919
OFFICER,5508.0,,2016-09-01 04:08:00-05:00,2875,98921
SERGEANT,2490.0,,2016-09-01 04:39:00-05:00,28779,98921
LIEUTENANT,205.0,,2016-09-01 04:59:00-05:00,886,98921
OFFICER,4689.0,,2016-09-01 04:23:00-05:00,19280,98922
SERGEANT,2490.0,,2016-09-01 04:42:00-05:00,28779,98922
LIEUTENANT,205.0,,2016-09-01 05:00:00-05:00,886,98922
OFFICER,3591.0,,2016-09-01 08:04:00-05:00,11306,98923
SERGEANT,2290.0,,2016-09-01 08:34:00-05:00,23795,98923
LIEUTENANT,582.0,,2016-09-01 08:53:00-05:00,29134,98923
OFFICER,7401.0,,2016-09-01 09:48:00-05:00,12001,98924
SERGEANT,1120.0,,2016-09-01 10:10:00-05:00,14691,98924
LIEUTENANT,260.0,,2016-09-01 10:49:00-05:00,21774,98924
OFFICER,13244.0,,2016-09-01 09:47:00-05:00,26987,98925
SERGEANT,1460.0,,2016-09-01 09:51:00-05:00,26281,98925
LIEUTENANT,444.0,,2016-09-01 11:10:00-05:00,31021,98925
OFFICER,15014.0,,2016-09-01 09:47:00-05:00,23778,98926
SERGEANT,1460.0,,2016-09-01 09:54:00-05:00,26281,98926
LIEUTENANT,444.0,,2016-09-01 11:20:00-05:00,31021,98926
OFFICER,18309.0,,2016-09-01 10:24:00-05:00,10182,98927
SERGEANT,1120.0,,2016-09-01 10:26:00-05:00,14691,98927
LIEUTENANT,260.0,,2016-09-01 10:59:00-05:00,21774,98927
OFFICER,18560.0,,2016-09-02 12:29:00-05:00,6681,98928
SERGEANT,1674.0,,2016-09-02 12:29:00-05:00,21388,98928
LIEUTENANT,560.0,,2016-09-02 12:44:00-05:00,4118,98928
OFFICER,13067.0,,2016-09-02 12:24:00-05:00,28776,98929
SERGEANT,1674.0,,2016-09-02 12:29:00-05:00,21388,98929
LIEUTENANT,560.0,,2016-09-02 12:45:00-05:00,4118,98929
OFFICER,15041.0,,2016-09-02 02:25:00-05:00,21982,98931
SERGEANT,955.0,,2016-09-02 02:33:00-05:00,3713,98931
LIEUTENANT,405.0,,2016-09-02 03:22:00-05:00,21563,98931
OFFICER,15475.0,,2016-09-02 11:04:00-05:00,15987,98932
SERGEANT,1811.0,,2016-09-02 11:05:00-05:00,14245,98932
LIEUTENANT,261.0,,2016-09-02 11:17:00-05:00,11904,98932
OFFICER,15231.0,,2016-09-02 11:05:00-05:00,10339,98933
SERGEANT,1811.0,,2016-09-02 11:06:00-05:00,14245,98933
LIEUTENANT,261.0,,2016-09-02 11:18:00-05:00,11904,98933
OFFICER,4523.0,,2016-09-02 09:03:00-05:00,28778,98934
SERGEANT,1811.0,,2016-09-02 10:58:00-05:00,14245,98934
LIEUTENANT,261.0,,2016-09-02 11:17:00-05:00,11904,98934
OFFICER,8034.0,,2016-09-02 03:47:00-05:00,11373,98937
SERGEANT,1797.0,,2016-09-02 03:59:00-05:00,17606,98937
LIEUTENANT,194.0,,2016-09-02 05:46:00-05:00,23393,98937
OFFICER,18700.0,,2016-09-02 07:19:00-05:00,6840,98938
SERGEANT,1797.0,,2016-09-02 07:20:00-05:00,17606,98938
LIEUTENANT,194.0,,2016-09-02 08:04:00-05:00,23393,98938
OFFICER,11993.0,,2016-09-02 04:26:00-05:00,17657,98939
SERGEANT,876.0,,2016-09-02 04:57:00-05:00,20714,98939
LIEUTENANT,339.0,,2016-09-02 06:22:00-05:00,27614,98939
OFFICER,5442.0,,2016-09-02 05:04:00-05:00,27765,98940
SERGEANT,1020.0,,2016-09-02 08:35:00-05:00,1317,98940
LIEUTENANT,212.0,,2016-09-02 09:17:00-05:00,30835,98940
OFFICER,15878.0,,2016-09-02 05:12:00-05:00,20536,98941
SERGEANT,1020.0,,2016-09-02 08:35:00-05:00,1317,98941
LIEUTENANT,212.0,,2016-09-02 09:12:00-05:00,30835,98941
OFFICER,4786.0,,2016-09-02 06:26:00-05:00,20453,98942
SERGEANT,2009.0,,2016-09-02 06:32:00-05:00,26828,98942
LIEUTENANT,624.0,,2016-09-02 07:52:00-05:00,15511,98942
OFFICER,5503.0,,2016-09-02 07:57:00-05:00,30784,98943
SERGEANT,2009.0,,2016-09-03 11:49:00-05:00,26828,98943
LIEUTENANT,624.0,,2016-09-03 05:31:00-05:00,15511,98943
OFFICER,5503.0,,2016-09-02 06:37:00-05:00,30784,98944
SERGEANT,2009.0,,2016-09-03 11:48:00-05:00,26828,98944
LIEUTENANT,624.0,,2016-09-03 05:26:00-05:00,15511,98944
OFFICER,5508.0,,2016-09-02 08:41:00-05:00,2875,98945
SERGEANT,1020.0,,2016-09-02 08:48:00-05:00,1317,98945
LIEUTENANT,212.0,,2016-09-02 09:03:00-05:00,30835,98945
OFFICER,4689.0,,2016-09-02 08:39:00-05:00,19280,98946
SERGEANT,1020.0,,2016-09-02 08:44:00-05:00,1317,98946
LIEUTENANT,212.0,,2016-09-02 09:06:00-05:00,30835,98946
OFFICER,16834.0,,2016-09-02 11:58:00-05:00,11406,98947
SERGEANT,1281.0,,2016-09-02 11:59:00-05:00,28507,98947
LIEUTENANT,667.0,,2016-09-03 01:10:00-05:00,2859,98947
OFFICER,16801.0,,2016-09-03 01:02:00-05:00,6162,98948
SERGEANT,1733.0,,2016-09-03 01:03:00-05:00,8698,98948
LIEUTENANT,240.0,,2016-09-03 02:21:00-05:00,1359,98948
OFFICER,19205.0,,2016-09-03 03:43:00-05:00,26248,98950
SERGEANT,1965.0,,2016-09-03 03:49:00-05:00,21283,98950
LIEUTENANT,314.0,,2016-09-03 04:03:00-05:00,17248,98950
OFFICER,4528.0,,2016-09-03 06:25:00-05:00,21516,98951
SERGEANT,1626.0,,2016-09-03 06:27:00-05:00,27507,98951
LIEUTENANT,287.0,,2016-09-03 09:35:00-05:00,8525,98951
OFFICER,13379.0,,2016-09-03 05:58:00-05:00,19606,98952
SERGEANT,1626.0,,2016-09-03 06:27:00-05:00,27507,98952
LIEUTENANT,287.0,,2016-09-03 09:47:00-05:00,8525,98952
OFFICER,16529.0,,2016-09-03 10:06:00-05:00,25182,98953
SERGEANT,1527.0,,2016-09-03 10:11:00-05:00,6209,98953
LIEUTENANT,228.0,,2016-09-03 11:00:00-05:00,30520,98953
OFFICER,7270.0,,2016-09-03 10:06:00-05:00,13021,98954
SERGEANT,1527.0,,2016-09-03 10:09:00-05:00,6209,98954
LIEUTENANT,228.0,,2016-09-03 11:00:00-05:00,30520,98954
,,,2016-09-04 09:08:00-05:00,33769,98955
LIEUTENANT,218.0,,2016-09-04 09:09:00-05:00,11339,98955
LIEUTENANT,218.0,,2016-09-04 09:21:00-05:00,11339,98955
,,,2016-09-03 01:08:00-05:00,31986,98956
LIEUTENANT,218.0,,2016-09-03 02:02:00-05:00,11339,98956
LIEUTENANT,218.0,,2016-09-04 09:22:00-05:00,11339,98956
OFFICER,12096.0,,2016-09-03 01:24:00-05:00,4795,98957
OFFICER,14696.0,,2016-09-03 01:24:00-05:00,4795,98957
LIEUTENANT,218.0,,2016-09-03 02:05:00-05:00,11339,98957
LIEUTENANT,218.0,,2016-09-04 09:22:00-05:00,11339,98957
OFFICER,18646.0,,2016-09-03 01:35:00-05:00,13705,98958
LIEUTENANT,218.0,,2016-09-03 02:02:00-05:00,11339,98958
LIEUTENANT,218.0,,2016-09-04 09:22:00-05:00,11339,98958
OFFICER,6083.0,,2016-09-03 06:37:00-05:00,3991,98961
SERGEANT,844.0,,2016-09-03 06:41:00-05:00,17239,98961
LIEUTENANT,472.0,,2016-09-03 06:45:00-05:00,8459,98961
OFFICER,19663.0,,2016-09-03 07:13:00-05:00,25365,98962
SERGEANT,1310.0,,2016-09-03 08:21:00-05:00,488,98962
LIEUTENANT,314.0,,2016-09-03 09:41:00-05:00,17248,98962
OFFICER,13603.0,,2016-09-03 08:38:00-05:00,30022,98964
SERGEANT,1310.0,,2016-09-03 08:39:00-05:00,488,98964
LIEUTENANT,314.0,,2016-09-03 09:43:00-05:00,17248,98964
SERGEANT,1310.0,,2016-09-03 08:15:00-05:00,488,98965
LIEUTENANT,314.0,,2016-09-03 09:30:00-05:00,17248,98965
LIEUTENANT,314.0,,2016-09-03 09:37:00-05:00,17248,98965
OFFICER,3075.0,,2016-09-03 09:46:00-05:00,531,98966
SERGEANT,1984.0,,2016-09-03 09:49:00-05:00,14200,98966
LIEUTENANT,415.0,,2016-09-05 10:53:00-05:00,19883,98966
SERGEANT,1450.0,,2016-09-03 09:46:00-05:00,9818,98967
SERGEANT,1984.0,,2016-09-03 09:49:00-05:00,14200,98967
LIEUTENANT,415.0,,2016-09-05 10:54:00-05:00,19883,98967
OFFICER,14620.0,,2016-09-03 11:59:00-05:00,25518,98968
SERGEANT,858.0,,2016-09-04 12:05:00-05:00,26854,98968
LIEUTENANT,714.0,,2016-09-04 02:28:00-05:00,11061,98968
OFFICER,15844.0,,2016-09-04 04:22:00-05:00,23847,98969
SERGEANT,2578.0,,2016-09-04 04:31:00-05:00,3498,98969
LIEUTENANT,172.0,,2016-09-04 04:38:00-05:00,7047,98969
OFFICER,3454.0,,2016-09-04 04:24:00-05:00,30816,98970
SERGEANT,2578.0,,2016-09-04 04:32:00-05:00,3498,98970
LIEUTENANT,172.0,,2016-09-04 04:39:00-05:00,7047,98970
OFFICER,15959.0,,2016-09-04 04:25:00-05:00,9456,98971
SERGEANT,2578.0,,2016-09-04 04:32:00-05:00,3498,98971
LIEUTENANT,172.0,,2016-09-04 04:37:00-05:00,7047,98971
SERGEANT,1015.0,,2016-09-04 11:28:00-05:00,24425,98973
LIEUTENANT,261.0,,2016-09-04 12:03:00-05:00,11904,98973
LIEUTENANT,261.0,,2016-09-04 12:09:00-05:00,11904,98973
OFFICER,12683.0,,2016-09-04 11:54:00-05:00,19313,98974
SERGEANT,1015.0,,2016-09-04 11:55:00-05:00,24425,98974
LIEUTENANT,261.0,,2016-09-04 12:09:00-05:00,11904,98974
OFFICER,19053.0,,2016-09-04 12:32:00-05:00,16881,98975
SERGEANT,2425.0,,2016-09-04 12:46:00-05:00,18340,98975
LIEUTENANT,228.0,,2016-09-19 09:01:00-05:00,30520,98975
OFFICER,15976.0,,2016-09-04 06:05:00-05:00,15854,98977
SERGEANT,2577.0,,2016-09-04 06:17:00-05:00,18702,98977
LIEUTENANT,553.0,,2016-09-04 07:34:00-05:00,1992,98977
,,,2016-09-05 02:52:00-05:00,21583,98978
SERGEANT,2026.0,,2016-09-05 02:53:00-05:00,2189,98978
LIEUTENANT,224.0,,2016-09-05 03:19:00-05:00,21473,98978
,,,2016-09-05 03:59:00-05:00,25422,98979
SERGEANT,2026.0,,2016-09-05 04:04:00-05:00,2189,98979
LIEUTENANT,224.0,,2016-09-05 04:06:00-05:00,21473,98979
OFFICER,19073.0,,2016-09-05 05:25:00-05:00,1222,98986
SERGEANT,1055.0,,2016-09-05 05:27:00-05:00,14124,98986
LIEUTENANT,555.0,,2016-09-05 05:44:00-05:00,29729,98986
LIEUTENANT,560.0,,2016-09-05 03:46:00-05:00,4118,98987
SERGEANT,2578.0,,2016-09-05 04:25:00-05:00,3498,98987
LIEUTENANT,172.0,,2016-09-05 04:33:00-05:00,7047,98987
SERGEANT,2578.0,,2016-09-05 04:20:00-05:00,3498,98988
SERGEANT,2578.0,,2016-09-05 04:26:00-05:00,3498,98988
LIEUTENANT,172.0,,2016-09-05 04:32:00-05:00,7047,98988
OFFICER,3396.0,,2016-09-05 04:50:00-05:00,15221,98989
SERGEANT,2578.0,,2016-09-05 04:52:00-05:00,3498,98989
LIEUTENANT,172.0,,2016-09-05 05:07:00-05:00,7047,98989
SERGEANT,2102.0,,2016-09-05 03:28:00-05:00,1366,98990
LIEUTENANT,323.0,,2016-09-05 03:30:00-05:00,24248,98990
LIEUTENANT,323.0,,2016-09-05 03:36:00-05:00,24248,98990
OFFICER,11733.0,,2016-09-05 02:54:00-05:00,10371,98991
SERGEANT,1797.0,,2016-09-05 02:55:00-05:00,17606,98991
LIEUTENANT,701.0,,2016-09-05 03:39:00-05:00,10022,98991
OFFICER,11349.0,,2016-09-05 03:16:00-05:00,21639,98992
LIEUTENANT,323.0,,2016-09-05 03:32:00-05:00,24248,98992
LIEUTENANT,323.0,,2016-09-05 03:44:00-05:00,24248,98992
OFFICER,4308.0,,2016-09-05 03:21:00-05:00,13217,98993
LIEUTENANT,323.0,,2016-09-05 03:31:00-05:00,24248,98993
LIEUTENANT,323.0,,2016-09-05 03:46:00-05:00,24248,98993
SERGEANT,2103.0,,2016-09-05 07:15:00-05:00,22934,98994
SERGEANT,2103.0,,2016-09-05 07:17:00-05:00,22934,98994
LIEUTENANT,367.0,,2016-09-05 07:48:00-05:00,20204,98994
OFFICER,18966.0,,2016-09-05 07:34:00-05:00,19297,98995
SERGEANT,1283.0,,2016-09-05 07:35:00-05:00,21936,98995
LIEUTENANT,220.0,,2016-09-05 08:21:00-05:00,24842,98995
OFFICER,17823.0,,2016-09-05 10:26:00-05:00,2767,98997
SERGEANT,2295.0,,2016-09-05 11:31:00-05:00,8022,98997
LIEUTENANT,224.0,,2016-09-05 11:46:00-05:00,21473,98997
OFFICER,11332.0,,2016-09-06 02:27:00-05:00,5221,98998
SERGEANT,1063.0,,2016-09-06 02:54:00-05:00,4262,98998
LIEUTENANT,431.0,,2016-09-06 05:49:00-05:00,31135,98998
OFFICER,9258.0,,2016-09-06 02:28:00-05:00,5991,98999
SERGEANT,1063.0,,2016-09-06 02:54:00-05:00,4262,98999
LIEUTENANT,431.0,,2016-09-06 05:50:00-05:00,31135,98999
OFFICER,13383.0,,2016-09-06 02:52:00-05:00,11099,99000
SERGEANT,2054.0,,2016-09-06 03:10:00-05:00,4707,99000
LIEUTENANT,321.0,,2016-09-06 03:41:00-05:00,16864,99000
OFFICER,17142.0,,2016-09-06 02:56:00-05:00,31367,99001
SERGEANT,2054.0,,2016-09-06 03:11:00-05:00,4707,99001
LIEUTENANT,321.0,,2016-09-06 04:18:00-05:00,16864,99001
OFFICER,19299.0,,2016-09-06 04:34:00-05:00,19306,99002
SERGEANT,2332.0,,2016-09-06 04:36:00-05:00,8453,99002
LIEUTENANT,362.0,,2016-09-06 05:33:00-05:00,31321,99002
OFFICER,15359.0,,2016-09-06 04:32:00-05:00,4978,99003
SERGEANT,814.0,,2016-09-06 04:33:00-05:00,22890,99003
LIEUTENANT,431.0,,2016-09-06 06:29:00-05:00,31135,99003
OFFICER,17794.0,,2016-09-06 09:34:00-05:00,26194,99004
SERGEANT,1318.0,,2016-09-06 09:38:00-05:00,30542,99004
LIEUTENANT,555.0,,2016-09-06 01:00:00-05:00,29729,99004
OFFICER,11830.0,,2016-09-06 01:01:00-05:00,29330,99005
LIEUTENANT,555.0,,2016-09-06 01:50:00-05:00,29729,99005
LIEUTENANT,555.0,,2016-09-06 02:25:00-05:00,29729,99005
SERGEANT,1090.0,,2016-09-06 01:47:00-05:00,29015,99007
LIEUTENANT,555.0,,2016-09-06 01:48:00-05:00,29729,99007
LIEUTENANT,555.0,,2016-09-06 02:23:00-05:00,29729,99007
SERGEANT,1090.0,,2016-09-06 01:44:00-05:00,29015,99008
LIEUTENANT,555.0,,2016-09-06 01:49:00-05:00,29729,99008
LIEUTENANT,555.0,,2016-09-06 02:24:00-05:00,29729,99008
OFFICER,3068.0,,2016-09-06 01:47:00-05:00,12103,99009
SERGEANT,2004.0,,2016-09-06 02:28:00-05:00,1336,99009
LIEUTENANT,195.0,,2016-10-06 03:58:00-05:00,5481,99009
OFFICER,18473.0,,2016-09-06 02:09:00-05:00,21703,99010
SERGEANT,1622.0,,2017-03-19 12:05:00-05:00,2259,99010
LIEUTENANT,195.0,,2017-03-21 08:47:00-05:00,5481,99010
OFFICER,7954.0,,2016-09-06 03:19:00-05:00,2097,99011
SERGEANT,2611.0,,2016-09-06 03:25:00-05:00,24697,99011
LIEUTENANT,535.0,,2016-09-06 07:16:00-05:00,8836,99011
OFFICER,10720.0,,2016-09-06 03:19:00-05:00,6666,99012
SERGEANT,2611.0,,2016-09-06 03:26:00-05:00,24697,99012
LIEUTENANT,535.0,,2016-09-06 07:11:00-05:00,8836,99012
OFFICER,10609.0,,2016-09-06 10:53:00-05:00,1843,99013
SERGEANT,1554.0,,2016-09-06 11:13:00-05:00,25941,99013
LIEUTENANT,351.0,,2016-09-06 11:45:00-05:00,31739,99013
SERGEANT,1220.0,,2016-09-07 04:26:00-05:00,10391,99014
SERGEANT,2309.0,,2016-09-07 04:34:00-05:00,12253,99014
LIEUTENANT,486.0,,2016-09-07 04:40:00-05:00,30029,99014
OFFICER,6926.0,,2016-09-07 04:44:00-05:00,12766,99018
SERGEANT,1772.0,,2016-09-07 04:57:00-05:00,2369,99018
LIEUTENANT,195.0,,2016-09-07 06:02:00-05:00,5481,99018
OFFICER,7775.0,,2016-09-07 04:47:00-05:00,17134,99019
SERGEANT,1772.0,,2016-09-07 05:01:00-05:00,2369,99019
LIEUTENANT,195.0,,2016-09-07 06:03:00-05:00,5481,99019
OFFICER,7647.0,,2016-09-07 07:53:00-05:00,7961,99020
SERGEANT,1884.0,,2016-09-08 12:17:00-05:00,13093,99020
LIEUTENANT,260.0,,2016-09-08 12:20:00-05:00,21774,99020
OFFICER,4653.0,,2016-09-08 02:12:00-05:00,10260,99022
SERGEANT,1584.0,,2016-09-08 02:14:00-05:00,11273,99022
LIEUTENANT,321.0,,2016-09-08 02:16:00-05:00,16864,99022
OFFICER,15561.0,,2016-09-08 02:11:00-05:00,17646,99023
SERGEANT,1584.0,,2016-09-08 02:13:00-05:00,11273,99023
LIEUTENANT,321.0,,2016-09-08 02:18:00-05:00,16864,99023
OFFICER,15559.0,,2016-09-08 03:59:00-05:00,16514,99024
SERGEANT,939.0,,2016-09-08 04:39:00-05:00,26596,99024
LIEUTENANT,509.0,,2016-09-08 05:00:00-05:00,18801,99024
OFFICER,3766.0,,2016-09-08 04:49:00-05:00,12181,99025
SERGEANT,2681.0,,2016-09-08 04:51:00-05:00,16205,99025
LIEUTENANT,509.0,,2016-09-08 05:06:00-05:00,18801,99025
OFFICER,13161.0,,2016-09-08 01:59:00-05:00,13201,99026
SERGEANT,2511.0,,2016-09-08 02:25:00-05:00,1468,99026
LIEUTENANT,415.0,,2016-09-08 09:00:00-05:00,19883,99026
OFFICER,7381.0,,2016-09-08 02:53:00-05:00,678,99027
SERGEANT,2511.0,,2016-09-08 02:56:00-05:00,1468,99027
LIEUTENANT,415.0,,2016-09-08 08:59:00-05:00,19883,99027
OFFICER,6620.0,,2016-09-08 03:14:00-05:00,30436,99028
SERGEANT,805.0,,2016-09-08 03:17:00-05:00,312,99028
LIEUTENANT,471.0,,2016-09-08 04:36:00-05:00,5002,99028
OFFICER,18226.0,,2016-09-08 05:35:00-05:00,14080,99029
SERGEANT,2351.0,,2016-09-08 05:37:00-05:00,15695,99029
LIEUTENANT,534.0,,2016-09-08 07:36:00-05:00,28060,99029
OFFICER,4356.0,,2016-09-08 05:51:00-05:00,22982,99030
SERGEANT,2108.0,,2016-09-08 06:23:00-05:00,17300,99030
LIEUTENANT,534.0,,2016-09-08 07:41:00-05:00,28060,99030
OFFICER,11493.0,,2016-09-08 06:07:00-05:00,21260,99031
SERGEANT,1269.0,,2016-09-08 06:16:00-05:00,21057,99031
LIEUTENANT,415.0,,2016-09-09 03:23:00-05:00,19883,99031
OFFICER,17808.0,,2017-06-10 04:37:00-05:00,20076,99032
SERGEANT,855.0,,2017-06-10 04:39:00-05:00,4840,99032
SERGEANT,855.0,,2017-06-10 04:50:00-05:00,4840,99032
OFFICER,14209.0,,2016-09-15 09:30:00-05:00,29609,99033
LIEUTENANT,227.0,,2017-06-03 01:09:00-05:00,18155,99033
LIEUTENANT,227.0,,2017-06-03 01:12:00-05:00,18155,99033
SERGEANT,1176.0,,2016-09-08 11:41:00-05:00,2168,99036
SERGEANT,1061.0,,2016-09-08 11:44:00-05:00,10800,99036
LIEUTENANT,248.0,,2016-09-08 11:54:00-05:00,12390,99036
SERGEANT,1776.0,,2016-09-09 02:29:00-05:00,23477,99037
SERGEANT,1776.0,,2016-09-09 02:33:00-05:00,23477,99037
LIEUTENANT,224.0,,2016-09-09 02:41:00-05:00,21473,99037
OFFICER,3325.0,,2016-09-09 01:56:00-05:00,31535,99038
SERGEANT,1776.0,,2016-09-09 02:47:00-05:00,23477,99038
LIEUTENANT,224.0,,2016-09-09 02:50:00-05:00,21473,99038
OFFICER,3325.0,,2016-09-09 01:55:00-05:00,31535,99039
SERGEANT,1776.0,,2016-09-09 02:46:00-05:00,23477,99039
LIEUTENANT,224.0,,2016-09-09 02:49:00-05:00,21473,99039
OFFICER,6323.0,,2016-09-09 12:22:00-05:00,29166,99040
SERGEANT,2102.0,,2016-09-09 12:23:00-05:00,1366,99040
LIEUTENANT,330.0,,2016-09-09 01:57:00-05:00,27736,99040
OFFICER,14633.0,,2016-09-09 01:45:00-05:00,31151,99042
SERGEANT,2345.0,,2016-09-09 01:51:00-05:00,5388,99042
LIEUTENANT,738.0,,2016-12-14 03:19:00-06:00,24034,99042
OFFICER,7490.0,,2016-09-09 01:10:00-05:00,16302,99043
SERGEANT,2102.0,,2016-09-09 01:12:00-05:00,1366,99043
LIEUTENANT,330.0,,2016-09-09 01:55:00-05:00,27736,99043
OFFICER,6363.0,,2016-09-09 05:14:00-05:00,31481,99044
SERGEANT,1345.0,,2016-09-09 09:03:00-05:00,4588,99044
LIEUTENANT,534.0,,2016-09-09 12:38:00-05:00,28060,99044
OFFICER,10032.0,,2016-09-09 07:57:00-05:00,9010,99045
SERGEANT,1345.0,,2016-09-09 08:42:00-05:00,4588,99045
LIEUTENANT,534.0,,2016-09-09 11:27:00-05:00,28060,99045
OFFICER,12443.0,,2016-09-09 05:02:00-05:00,26575,99046
SERGEANT,1345.0,,2016-09-09 08:53:00-05:00,4588,99046
LIEUTENANT,534.0,,2016-09-09 11:56:00-05:00,28060,99046
OFFICER,19975.0,,2016-09-09 08:33:00-05:00,1989,99047
SERGEANT,1345.0,,2016-09-09 08:36:00-05:00,4588,99047
LIEUTENANT,534.0,,2016-09-09 09:48:00-05:00,28060,99047
OFFICER,2703.0,,2016-09-09 09:02:00-05:00,7633,99048
SERGEANT,1345.0,,2016-09-09 09:04:00-05:00,4588,99048
LIEUTENANT,534.0,,2016-09-09 11:07:00-05:00,28060,99048
OFFICER,3392.0,,2016-09-09 04:19:00-05:00,42,99049
SERGEANT,1345.0,,2016-09-09 08:21:00-05:00,4588,99049
LIEUTENANT,534.0,,2016-09-09 09:28:00-05:00,28060,99049
OFFICER,11301.0,,2016-09-09 03:53:00-05:00,27673,99050
SERGEANT,1345.0,,2016-09-09 08:57:00-05:00,4588,99050
LIEUTENANT,534.0,,2016-09-09 12:28:00-05:00,28060,99050
OFFICER,6363.0,,2016-09-09 05:37:00-05:00,31481,99051
SERGEANT,1345.0,,2016-09-09 09:04:00-05:00,4588,99051
LIEUTENANT,534.0,,2016-09-09 12:40:00-05:00,28060,99051
SERGEANT,1366.0,,2016-09-09 08:59:00-05:00,16124,99052
SERGEANT,1345.0,,2016-09-09 09:05:00-05:00,4588,99052
LIEUTENANT,534.0,,2016-09-09 11:41:00-05:00,28060,99052
SERGEANT,2396.0,,2016-09-09 09:59:00-05:00,21738,99053
LIEUTENANT,280.0,,2016-09-09 10:07:00-05:00,14616,99053
LIEUTENANT,280.0,,2016-09-09 11:39:00-05:00,14616,99053
OFFICER,17157.0,,2016-09-09 09:48:00-05:00,27451,99054
LIEUTENANT,280.0,,2016-09-09 10:10:00-05:00,14616,99054
LIEUTENANT,280.0,,2016-09-09 11:42:00-05:00,14616,99054
OFFICER,13203.0,,2016-09-09 09:54:00-05:00,32370,99055
LIEUTENANT,280.0,,2016-09-09 10:10:00-05:00,14616,99055
LIEUTENANT,280.0,,2016-09-09 11:43:00-05:00,14616,99055
OFFICER,7155.0,,2016-09-09 09:56:00-05:00,8794,99056
LIEUTENANT,280.0,,2016-09-09 10:09:00-05:00,14616,99056
LIEUTENANT,280.0,,2016-09-09 11:40:00-05:00,14616,99056
OFFICER,15952.0,,2016-09-09 11:06:00-05:00,29033,99057
SERGEANT,2512.0,,2016-09-09 11:13:00-05:00,17745,99057
LIEUTENANT,328.0,,2017-01-01 10:30:00-06:00,18364,99057
OFFICER,9530.0,,2016-09-09 11:28:00-05:00,31451,99058
SERGEANT,1846.0,,2016-09-09 02:11:00-05:00,28481,99058
LIEUTENANT,660.0,,2016-09-09 04:13:00-05:00,11008,99058
OFFICER,19819.0,,2016-09-09 02:43:00-05:00,13781,99059
SERGEANT,1846.0,,2016-09-09 02:53:00-05:00,28481,99059
LIEUTENANT,660.0,,2016-09-09 04:19:00-05:00,11008,99059
OFFICER,7429.0,,2016-09-09 02:55:00-05:00,4078,99060
SERGEANT,1846.0,,2016-09-09 03:08:00-05:00,28481,99060
LIEUTENANT,660.0,,2016-09-09 04:19:00-05:00,11008,99060
OFFICER,5708.0,,2016-09-09 07:22:00-05:00,21279,99061
SERGEANT,1552.0,,2016-09-09 07:38:00-05:00,30016,99061
LIEUTENANT,367.0,,2016-09-09 08:04:00-05:00,20204,99061
LIEUTENANT,367.0,,2016-09-09 08:11:00-05:00,20204,99061
LIEUTENANT,367.0,,2016-09-09 08:15:00-05:00,20204,99061
OFFICER,5776.0,,2016-09-09 07:33:00-05:00,7323,99062
SERGEANT,1552.0,,2016-09-09 07:44:00-05:00,30016,99062
LIEUTENANT,367.0,,2016-09-09 08:22:00-05:00,20204,99062
OFFICER,16288.0,,2016-09-09 08:08:00-05:00,26346,99064
SERGEANT,1167.0,,2016-09-09 08:09:00-05:00,7616,99064
LIEUTENANT,540.0,,2016-09-09 08:42:00-05:00,12935,99064
OFFICER,7586.0,,2016-09-09 09:11:00-05:00,28852,99065
SERGEANT,1167.0,,2016-09-09 09:13:00-05:00,7616,99065
LIEUTENANT,540.0,,2016-09-09 09:14:00-05:00,12935,99065
OFFICER,12724.0,,2016-09-09 10:06:00-05:00,9268,99066
SERGEANT,858.0,,2016-09-09 11:59:00-05:00,26854,99066
LIEUTENANT,590.0,,2016-09-10 12:56:00-05:00,19245,99066
SERGEANT,2098.0,,2016-09-10 12:24:00-05:00,10085,99067
LIEUTENANT,314.0,,2016-09-10 12:27:00-05:00,17248,99067
CAPTAIN,162.0,,2016-09-10 12:49:00-05:00,15812,99067
OFFICER,16804.0,,2016-09-10 01:42:00-05:00,12534,99068
SERGEANT,2545.0,,2016-09-10 01:45:00-05:00,22392,99068
CAPTAIN,162.0,,2016-09-10 02:08:00-05:00,15812,99068
OFFICER,4973.0,,2016-09-10 01:44:00-05:00,9467,99069
SERGEANT,2545.0,,2016-09-10 01:45:00-05:00,22392,99069
CAPTAIN,162.0,,2016-09-10 02:05:00-05:00,15812,99069
OFFICER,11258.0,,2016-09-10 03:38:00-05:00,31576,99071
SERGEANT,2312.0,,2016-09-10 03:56:00-05:00,5390,99071
