rank,star,status,status_datetime,officer_id,trr_id
Sergeant of Police,,SUBMITTED,2018-09-20 07:20:00-05:00,1391,645004
Lieutenant of Police,,APPROVED,2018-09-20 07:59:00-05:00,11008,645004
Sergeant of Police,,SUBMITTED,2018-09-25 02:11:00-05:00,1852,645004
Sergeant of Police,,APPROVED,2018-09-25 02:11:00-05:00,1852,645004
Police Officer,,SUBMITTED,2018-09-20 05:34:00-05:00,19744,645031
Sergeant of Police,,SUBMITTED,2018-09-20 07:17:00-05:00,1391,645031
Lieutenant of Police,,APPROVED,2018-09-20 07:31:00-05:00,11008,645031
Sergeant of Police,,SUBMITTED,2018-09-25 02:19:00-05:00,1852,645031
Sergeant of Police,,APPROVED,2018-09-25 02:19:00-05:00,1852,645031
Sergeant of Police,,SUBMITTED,2018-09-20 04:52:00-05:00,890,645042
Sergeant of Police,,SUBMITTED,2018-09-20 07:24:00-05:00,1391,645042
Lieutenant of Police,,APPROVED,2018-09-20 07:44:00-05:00,11008,645042
Sergeant of Police,,SUBMITTED,2018-09-25 02:17:00-05:00,1852,645042
Sergeant of Police,,APPROVED,2018-09-25 02:17:00-05:00,1852,645042
Sergeant of Police,,SUBMITTED,2018-09-20 01:55:00-05:00,890,645066
Sergeant of Police,,SUBMITTED,2018-09-20 07:47:00-05:00,1391,645066
Sergeant of Police,,SUBMITTED,2018-09-20 08:40:00-05:00,890,645066
Lieutenant of Police,,APPROVED,2018-09-20 08:59:00-05:00,11008,645066
Sergeant of Police,,SUBMITTED,2018-09-25 02:15:00-05:00,1852,645066
Sergeant of Police,,APPROVED,2018-09-25 02:15:00-05:00,1852,645066
Police Officer,,SUBMITTED,2018-09-20 06:38:00-05:00,35331,645275
Sergeant of Police,,SUBMITTED,2018-09-20 06:58:00-05:00,13604,645275
Lieutenant of Police,,APPROVED,2018-09-21 06:47:00-05:00,4118,645275
Police Officer,,SUBMITTED,2018-09-20 06:38:00-05:00,4295,645308
Sergeant of Police,,SUBMITTED,2018-09-20 06:57:00-05:00,13604,645308
Lieutenant of Police,,APPROVED,2018-09-21 06:45:00-05:00,4118,645308
Sergeant of Police,,SUBMITTED,2018-09-25 02:27:00-05:00,1852,645308
Sergeant of Police,,APPROVED,2018-09-25 02:27:00-05:00,1852,645308
Police Officer,,SUBMITTED,2018-09-20 06:35:00-05:00,6028,645309
Sergeant of Police,,SUBMITTED,2018-09-20 06:54:00-05:00,13604,645309
Lieutenant of Police,,APPROVED,2018-09-21 06:43:00-05:00,4118,645309
Police Officer,,SUBMITTED,2018-09-20 06:36:00-05:00,5516,645326
Sergeant of Police,,SUBMITTED,2018-09-20 06:52:00-05:00,13604,645326
Lieutenant of Police,,APPROVED,2018-09-21 06:39:00-05:00,4118,645326
Sergeant of Police,,SUBMITTED,2018-09-20 09:10:00-05:00,25369,645421
Sergeant of Police,,SUBMITTED,2018-09-20 09:22:00-05:00,30379,645421
Lieutenant of Police,,APPROVED,2018-09-20 10:06:00-05:00,26113,645421
Police Officer,,SUBMITTED,2018-09-25 07:06:00-05:00,254,645421
Sergeant of Police,,APPROVED,2018-09-26 01:06:00-05:00,2216,645421
Police Officer,,SUBMITTED,2018-09-20 09:31:00-05:00,20706,645445
Sergeant of Police,,SUBMITTED,2018-09-20 10:56:00-05:00,31899,645445
Police Officer,,SUBMITTED,2018-09-20 11:03:00-05:00,20706,645445
Lieutenant of Police,,APPROVED,2018-09-21 12:13:00-05:00,14228,645445
Police Officer,,SUBMITTED,2018-10-17 06:59:00-05:00,21253,645445
Sergeant of Police,,SUBMITTED,2018-10-17 07:19:00-05:00,1852,645445
Captain of Police,,SUBMITTED,2018-10-18 09:05:00-05:00,25909,645445
Sergeant of Police,,APPROVED,2018-10-26 02:03:00-05:00,1852,645445
Police Officer,,SUBMITTED,2018-09-21 12:14:00-05:00,33220,645828
Sergeant of Police,,SUBMITTED,2018-09-21 02:48:00-05:00,3684,645828
Lieutenant of Police,,APPROVED,2018-09-21 03:04:00-05:00,312,645828
Police Officer,,SUBMITTED,2018-10-11 11:47:00-05:00,20608,645828
Sergeant of Police,,SUBMITTED,2018-10-15 10:21:00-05:00,2216,645828
Captain of Police,,SUBMITTED,2018-10-15 10:58:00-05:00,25909,645828
Sergeant of Police,,APPROVED,2018-10-26 02:01:00-05:00,1852,645828
Police Officer,,SUBMITTED,2018-09-21 11:45:00-05:00,23978,645905
Sergeant of Police,,SUBMITTED,2018-09-21 11:50:00-05:00,22520,645905
Police Officer,,SUBMITTED,2018-09-21 12:34:00-05:00,23978,645905
Lieutenant of Police,,APPROVED,2018-09-21 12:54:00-05:00,31021,645905
Police Officer,,SUBMITTED,2018-10-16 11:40:00-05:00,19274,645905
Sergeant of Police,,SUBMITTED,2018-10-16 12:56:00-05:00,1852,645905
Captain of Police,,SUBMITTED,2018-10-16 01:33:00-05:00,25909,645905
Sergeant of Police,,APPROVED,2018-10-29 08:24:00-05:00,1852,645905
Police Officer,,SUBMITTED,2018-09-21 03:15:00-05:00,19845,646107
Sergeant of Police,,SUBMITTED,2018-09-21 03:16:00-05:00,27019,646107
Lieutenant of Police,,APPROVED,2018-09-21 03:20:00-05:00,312,646107
Police Officer,,SUBMITTED,2018-09-21 03:14:00-05:00,17771,646130
Sergeant of Police,,SUBMITTED,2018-09-21 03:15:00-05:00,27019,646130
Lieutenant of Police,,APPROVED,2018-09-21 03:19:00-05:00,312,646130
Police Officer,,SUBMITTED,2018-09-21 04:43:00-05:00,19564,646243
Sergeant of Police,,SUBMITTED,2018-09-21 05:37:00-05:00,13604,646243
Police Officer,,SUBMITTED,2018-09-26 06:34:00-05:00,19564,646243
Lieutenant of Police,,APPROVED,2018-09-26 06:44:00-05:00,19892,646243
Police Officer,,SUBMITTED,2018-10-17 12:10:00-05:00,26460,646243
Sergeant of Police,,SUBMITTED,2018-10-17 06:33:00-05:00,1852,646243
Captain of Police,,SUBMITTED,2018-10-18 09:10:00-05:00,25909,646243
Sergeant of Police,,APPROVED,2018-10-29 08:34:00-05:00,1852,646243
Police Officer,,SUBMITTED,2018-09-21 04:56:00-05:00,19005,646261
Sergeant of Police,,SUBMITTED,2018-09-21 05:38:00-05:00,13604,646261
Police Officer,,SUBMITTED,2018-09-26 06:59:00-05:00,19005,646261
Lieutenant of Police,,APPROVED,2018-09-26 07:06:00-05:00,19892,646261
Police Officer,,SUBMITTED,2018-10-17 12:18:00-05:00,26460,646261
Captain of Police,,APPROVED,2018-10-18 09:12:00-05:00,25909,646261
Sergeant of Police,,SUBMITTED,2018-09-21 09:24:00-05:00,20142,646432
Sergeant of Police,,SUBMITTED,2018-09-21 09:35:00-05:00,30374,646432
Lieutenant of Police,,APPROVED,2018-09-21 09:53:00-05:00,27736,646432
Police Officer,,SUBMITTED,2018-10-11 11:40:00-05:00,20608,646432
Sergeant of Police,,SUBMITTED,2018-10-15 10:19:00-05:00,2216,646432
Captain of Police,,SUBMITTED,2018-10-15 11:04:00-05:00,25909,646432
Captain of Police,,APPROVED,2018-10-17 10:46:00-05:00,25909,646432
Police Officer,,SUBMITTED,2018-09-22 01:37:00-05:00,17398,646467
Sergeant of Police,,SUBMITTED,2018-09-22 02:33:00-05:00,5444,646467
Lieutenant of Police,,APPROVED,2018-09-26 06:50:00-05:00,32336,646467
Police Officer,,SUBMITTED,2018-10-23 12:21:00-05:00,29403,646467
Sergeant of Police,,APPROVED,2018-10-23 01:10:00-05:00,1852,646467
Police Officer,,SUBMITTED,2018-09-21 11:29:00-05:00,8508,646480
Police Officer,,SUBMITTED,2018-09-28 04:58:00-05:00,8508,646480
Sergeant of Police,,SUBMITTED,2018-09-28 10:03:00-05:00,26583,646480
Lieutenant of Police,,APPROVED,2018-09-29 04:03:00-05:00,32336,646480
Sergeant of Police,,APPROVED,2018-10-01 02:57:00-05:00,1852,646480
Sergeant of Police,,SUBMITTED,2018-10-01 02:57:00-05:00,1852,646480
Police Officer,,SUBMITTED,2018-09-22 01:39:00-05:00,29402,646518
Sergeant of Police,,SUBMITTED,2018-09-22 03:23:00-05:00,18582,646518
Lieutenant of Police,,APPROVED,2018-09-24 06:58:00-05:00,32336,646518
Police Officer,,SUBMITTED,2018-09-22 12:33:00-05:00,240,646527
Sergeant of Police,,SUBMITTED,2018-09-22 12:46:00-05:00,8586,646527
Police Officer,,SUBMITTED,2018-09-22 01:59:00-05:00,240,646527
Lieutenant of Police,,APPROVED,2018-09-22 04:10:00-05:00,30970,646527
Police Officer,,SUBMITTED,2018-09-22 12:25:00-05:00,19305,646529
Police Officer,,SUBMITTED,2018-09-22 02:13:00-05:00,19305,646529
Sergeant of Police,,SUBMITTED,2018-09-22 02:47:00-05:00,4262,646529
Lieutenant of Police,,APPROVED,2018-09-24 06:35:00-05:00,32336,646529
Police Officer,,SUBMITTED,2018-10-23 12:19:00-05:00,29403,646529
Sergeant of Police,,APPROVED,2018-10-23 01:09:00-05:00,1852,646529
Police Officer,,SUBMITTED,2018-09-22 12:50:00-05:00,11190,646532
Sergeant of Police,,SUBMITTED,2018-09-22 01:17:00-05:00,12260,646532
Lieutenant of Police,,APPROVED,2018-09-22 01:32:00-05:00,14903,646532
Police Officer,,SUBMITTED,2018-09-22 01:34:00-05:00,32643,646579
Sergeant of Police,,SUBMITTED,2018-09-22 01:40:00-05:00,8586,646579
Police Officer,,SUBMITTED,2018-09-22 02:12:00-05:00,32643,646579
Lieutenant of Police,,APPROVED,2018-09-22 04:05:00-05:00,30970,646579
Sergeant of Police,,APPROVED,2018-09-24 10:32:00-05:00,2216,646579
Sergeant of Police,,SUBMITTED,2018-09-24 10:32:00-05:00,2216,646579
Police Officer,,SUBMITTED,2018-09-22 03:56:00-05:00,24376,646634
Sergeant of Police,,SUBMITTED,2018-09-22 04:04:00-05:00,18582,646634
Lieutenant of Police,,APPROVED,2018-09-24 06:27:00-05:00,32336,646634
Police Officer,,SUBMITTED,2018-09-22 04:53:00-05:00,9614,646657
Sergeant of Police,,SUBMITTED,2018-09-22 06:11:00-05:00,1148,646657
Lieutenant of Police,,APPROVED,2018-09-22 06:28:00-05:00,26641,646657
Police Officer,,SUBMITTED,2018-09-22 11:51:00-05:00,10873,646783
Sergeant of Police,,SUBMITTED,2018-09-22 01:07:00-05:00,22310,646783
Police Officer,,SUBMITTED,2018-09-22 02:15:00-05:00,10873,646783
Lieutenant of Police,,APPROVED,2018-09-22 05:33:00-05:00,17804,646783
Police Officer / Field Training Officer,,SUBMITTED,2018-09-22 01:38:00-05:00,6937,646848
Sergeant of Police,,SUBMITTED,2018-09-22 01:46:00-05:00,11136,646848
Lieutenant of Police,,APPROVED,2018-09-22 01:54:00-05:00,27575,646848
Police Officer,,SUBMITTED,2018-10-23 01:48:00-05:00,20608,646848
Sergeant of Police,,APPROVED,2018-10-25 02:07:00-05:00,1852,646848
Police Officer,,SUBMITTED,2018-09-22 02:01:00-05:00,33523,646871
Sergeant of Police,,SUBMITTED,2018-09-22 02:12:00-05:00,11136,646871
Lieutenant of Police,,APPROVED,2018-09-22 03:15:00-05:00,27575,646871
Police Officer,,SUBMITTED,2018-10-25 06:24:00-05:00,20608,646871
Sergeant of Police,,SUBMITTED,2018-10-25 11:27:00-05:00,2216,646871
Sergeant of Police,,SUBMITTED,2018-10-25 02:06:00-05:00,1852,646871
Sergeant of Police,,APPROVED,2019-02-01 10:50:00-06:00,1852,646871
Police Officer,,SUBMITTED,2018-09-23 02:47:00-05:00,10480,647263
Sergeant of Police,,SUBMITTED,2018-09-23 03:00:00-05:00,1366,647263
Lieutenant of Police,,APPROVED,2018-09-23 03:06:00-05:00,26281,647263
Police Officer,,SUBMITTED,2018-10-16 01:21:00-05:00,19274,647263
Sergeant of Police,,APPROVED,2018-10-17 11:10:00-05:00,1852,647263
Police Officer,,SUBMITTED,2018-09-23 12:02:00-05:00,28971,647264
Sergeant of Police,,SUBMITTED,2018-09-23 12:12:00-05:00,26583,647264
Lieutenant of Police,,APPROVED,2018-09-23 04:29:00-05:00,32336,647264
Police Officer,,SUBMITTED,2018-10-22 04:00:00-05:00,29403,647264
Sergeant of Police,,SUBMITTED,2018-10-22 04:14:00-05:00,1852,647264
Sergeant of Police,,SUBMITTED,2018-10-23 12:53:00-05:00,2216,647264
Sergeant of Police,,APPROVED,2018-10-29 07:23:00-05:00,1852,647264
Police Officer,,SUBMITTED,2018-09-23 02:48:00-05:00,28251,647333
Sergeant of Police,,SUBMITTED,2018-09-23 03:05:00-05:00,1366,647333
Lieutenant of Police,,APPROVED,2018-09-23 03:11:00-05:00,26281,647333
Police Officer,,SUBMITTED,2018-10-16 01:25:00-05:00,19274,647333
Sergeant of Police,,APPROVED,2018-10-17 11:09:00-05:00,1852,647333
Police Officer,,SUBMITTED,2018-09-23 03:07:00-05:00,23701,647373
Sergeant of Police,,SUBMITTED,2018-09-23 03:19:00-05:00,1366,647373
Lieutenant of Police,,APPROVED,2018-09-23 03:25:00-05:00,26281,647373
Police Officer,,SUBMITTED,2018-10-16 01:31:00-05:00,19274,647373
Sergeant of Police,,APPROVED,2018-10-17 11:09:00-05:00,1852,647373
Police Officer,,SUBMITTED,2018-09-24 01:06:00-05:00,17567,647420
Sergeant of Police,,SUBMITTED,2018-09-24 03:21:00-05:00,12054,647420
Lieutenant of Police,,APPROVED,2018-09-24 03:51:00-05:00,20891,647420
Sergeant of Police,,APPROVED,2018-09-25 04:06:00-05:00,1852,647420
Sergeant of Police,,SUBMITTED,2018-09-25 04:06:00-05:00,1852,647420
Police Officer,,SUBMITTED,2018-09-23 04:30:00-05:00,26848,647427
Sergeant of Police,,SUBMITTED,2018-09-23 05:44:00-05:00,6223,647427
Lieutenant of Police,,APPROVED,2018-09-23 05:56:00-05:00,26641,647427
Police Officer,,SUBMITTED,2018-09-23 03:29:00-05:00,24321,647700
Sergeant of Police,,SUBMITTED,2018-09-23 03:41:00-05:00,14476,647700
Lieutenant of Police,,APPROVED,2018-09-23 03:56:00-05:00,1974,647700
Police Officer,,SUBMITTED,2018-09-23 03:29:00-05:00,16849,647742
Sergeant of Police,,SUBMITTED,2018-09-23 03:44:00-05:00,14476,647742
Lieutenant of Police,,APPROVED,2018-09-23 03:54:00-05:00,1974,647742
Sergeant of Police,,SUBMITTED,2018-09-23 10:09:00-05:00,25548,648013
Lieutenant of Police,,APPROVED,2018-09-23 11:02:00-05:00,30561,648013
Police Officer,,SUBMITTED,2018-09-23 10:22:00-05:00,29234,648015
Sergeant of Police,,SUBMITTED,2018-09-23 11:10:00-05:00,6701,648015
Lieutenant of Police,,APPROVED,2018-09-24 12:05:00-05:00,29134,648015
Police Officer,,SUBMITTED,2018-09-23 09:50:00-05:00,6476,648025
Sergeant of Police,,SUBMITTED,2018-09-23 11:29:00-05:00,27611,648025
Lieutenant of Police,,APPROVED,2018-09-24 12:35:00-05:00,13273,648025
Police Officer,,SUBMITTED,2018-09-23 10:12:00-05:00,9061,648026
Sergeant of Police,,SUBMITTED,2018-09-23 11:07:00-05:00,6701,648026
Lieutenant of Police,,APPROVED,2018-09-24 12:03:00-05:00,29134,648026
Police Officer,,SUBMITTED,2018-09-24 03:27:00-05:00,23798,648187
Sergeant of Police,,SUBMITTED,2018-09-24 04:18:00-05:00,15209,648187
Lieutenant of Police,,APPROVED,2018-09-24 05:05:00-05:00,13273,648187
Sergeant of Police,,SUBMITTED,2018-09-24 11:32:00-05:00,2216,648187
Sergeant of Police,,APPROVED,2018-09-24 11:32:00-05:00,2216,648187
Police Officer,,SUBMITTED,2018-09-24 04:50:00-05:00,8492,648191
Sergeant of Police,,SUBMITTED,2018-09-24 05:04:00-05:00,7379,648191
Lieutenant of Police,,APPROVED,2018-09-24 05:17:00-05:00,25026,648191
Police Officer,,SUBMITTED,2018-09-24 04:50:00-05:00,18761,648204
Sergeant of Police,,SUBMITTED,2018-09-24 04:56:00-05:00,7379,648204
Lieutenant of Police,,APPROVED,2018-09-24 05:10:00-05:00,25026,648204
Police Officer,,SUBMITTED,2018-09-24 04:48:00-05:00,12804,648214
Sergeant of Police,,SUBMITTED,2018-09-24 05:26:00-05:00,17134,648214
Police Officer,,SUBMITTED,2018-09-24 05:58:00-05:00,12804,648214
Lieutenant of Police,,APPROVED,2018-09-24 06:24:00-05:00,24814,648214
Police Officer,,SUBMITTED,2018-09-24 11:12:00-05:00,10020,648330
Sergeant of Police,,SUBMITTED,2018-09-24 12:00:00-05:00,11171,648330
Lieutenant of Police,,APPROVED,2018-09-24 01:05:00-05:00,31321,648330
Sergeant of Police,,APPROVED,2018-09-25 04:10:00-05:00,1852,648330
Sergeant of Police,,SUBMITTED,2018-09-25 04:10:00-05:00,1852,648330
Police Officer,,SUBMITTED,2018-09-26 09:55:00-05:00,20122,648629
Sergeant of Police,,SUBMITTED,2018-09-27 02:23:00-05:00,31899,648629
Lieutenant of Police,,APPROVED,2018-09-28 07:05:00-05:00,30302,648629
Police Officer,,SUBMITTED,2018-10-09 08:57:00-05:00,19274,648629
Sergeant of Police,,APPROVED,2018-10-09 09:13:00-05:00,1852,648629
Police Officer,,SUBMITTED,2018-09-24 07:25:00-05:00,1748,648871
Sergeant of Police,,SUBMITTED,2018-09-24 07:29:00-05:00,4707,648871
Lieutenant of Police,,APPROVED,2018-09-24 07:33:00-05:00,4759,648871
Police Officer,,SUBMITTED,2018-10-17 07:06:00-05:00,21253,648871
Sergeant of Police,,SUBMITTED,2018-10-17 07:10:00-05:00,1852,648871
Captain of Police,,SUBMITTED,2018-10-18 09:16:00-05:00,25909,648871
Sergeant of Police,,APPROVED,2018-10-26 02:05:00-05:00,1852,648871
Police Officer,,SUBMITTED,2018-09-24 10:19:00-05:00,9380,648970
Sergeant of Police,,SUBMITTED,2018-09-24 11:04:00-05:00,25221,648970
Police Officer,,SUBMITTED,2018-09-24 11:26:00-05:00,9380,648970
Lieutenant of Police,,APPROVED,2018-09-25 12:14:00-05:00,14357,648970
Police Officer,,SUBMITTED,2018-10-11 03:06:00-05:00,29403,648970
Police Officer,,SUBMITTED,2018-10-12 07:11:00-05:00,29403,648970
Sergeant of Police,,APPROVED,2018-10-12 09:43:00-05:00,1852,648970
Police Officer,,SUBMITTED,2018-09-24 11:05:00-05:00,1377,648987
Sergeant of Police,,SUBMITTED,2018-09-24 11:07:00-05:00,25221,648987
Police Officer,,SUBMITTED,2018-09-24 11:31:00-05:00,1377,648987
Lieutenant of Police,,APPROVED,2018-09-25 12:08:00-05:00,14357,648987
Police Officer,,SUBMITTED,2018-10-11 03:10:00-05:00,29403,648987
Sergeant of Police,,APPROVED,2018-10-11 05:17:00-05:00,1852,648987
Police Officer,,SUBMITTED,2018-09-24 10:36:00-05:00,9380,648997
Sergeant of Police,,SUBMITTED,2018-09-24 10:51:00-05:00,25221,648997
Lieutenant of Police,,APPROVED,2018-09-25 12:03:00-05:00,14357,648997
Police Officer,,SUBMITTED,2018-09-25 12:44:00-05:00,28836,649278
Sergeant of Police,,SUBMITTED,2018-09-25 12:46:00-05:00,1423,649278
Lieutenant of Police,,APPROVED,2018-09-25 12:57:00-05:00,312,649278
Police Officer,,SUBMITTED,2018-09-25 02:35:00-05:00,23116,649380
Sergeant of Police,,SUBMITTED,2018-09-25 02:39:00-05:00,22520,649380
Police Officer,,SUBMITTED,2018-09-25 03:07:00-05:00,23116,649380
Lieutenant of Police,,APPROVED,2018-09-25 03:36:00-05:00,11904,649380
Police Officer,,SUBMITTED,2018-09-25 08:05:00-05:00,21873,649454
Sergeant of Police,,SUBMITTED,2018-09-25 08:33:00-05:00,17913,649454
Lieutenant of Police,,APPROVED,2018-09-25 08:57:00-05:00,11450,649454
Police Officer,,SUBMITTED,2018-10-12 09:00:00-05:00,21253,649454
Captain of Police,,APPROVED,2018-10-15 11:41:00-05:00,25909,649454
Police Officer,,SUBMITTED,2018-09-25 03:44:00-05:00,28766,649460
Sergeant of Police,,SUBMITTED,2018-09-25 03:57:00-05:00,17606,649460
Lieutenant of Police,,APPROVED,2018-09-25 04:48:00-05:00,29134,649460
Police Officer,,SUBMITTED,2018-09-25 08:02:00-05:00,2558,649466
Sergeant of Police,,SUBMITTED,2018-09-25 08:31:00-05:00,17913,649466
Lieutenant of Police,,APPROVED,2018-09-25 08:52:00-05:00,11450,649466
Police Officer,,SUBMITTED,2018-10-12 09:02:00-05:00,21253,649466
Captain of Police,,APPROVED,2018-10-15 11:39:00-05:00,25909,649466
Police Officer,,SUBMITTED,2018-09-25 05:30:00-05:00,33417,649528
Sergeant of Police,,SUBMITTED,2018-09-25 10:00:00-05:00,23205,649528
Lieutenant of Police,,APPROVED,2018-09-25 10:06:00-05:00,11008,649528
Police Officer,,SUBMITTED,2018-10-07 12:33:00-05:00,23718,649552
Sergeant of Police,,SUBMITTED,2018-11-06 02:14:00-06:00,25717,649552
Lieutenant of Police,,APPROVED,2018-11-06 03:13:00-06:00,11450,649552
Police Officer,,SUBMITTED,2018-09-25 04:38:00-05:00,5625,649558
Sergeant of Police,,SUBMITTED,2018-09-25 09:56:00-05:00,23205,649558
Lieutenant of Police,,APPROVED,2018-09-25 10:21:00-05:00,11008,649558
Sergeant of Police,,APPROVED,2018-10-01 03:01:00-05:00,1852,649558
Sergeant of Police,,SUBMITTED,2018-10-01 03:01:00-05:00,1852,649558
Police Officer,,SUBMITTED,2018-09-25 05:16:00-05:00,17403,649586
Sergeant of Police,,SUBMITTED,2018-09-25 09:53:00-05:00,23205,649586
Lieutenant of Police,,APPROVED,2018-09-25 10:16:00-05:00,11008,649586
Police Officer,,SUBMITTED,2018-09-25 05:13:00-05:00,19114,649589
Sergeant of Police,,SUBMITTED,2018-09-25 09:49:00-05:00,23205,649589
Lieutenant of Police,,APPROVED,2018-09-25 10:14:00-05:00,11008,649589
Police Officer,,SUBMITTED,2018-09-25 06:18:00-05:00,28693,649618
Sergeant of Police,,SUBMITTED,2018-09-25 09:42:00-05:00,23205,649618
Lieutenant of Police,,APPROVED,2018-09-25 09:52:00-05:00,11008,649618
Police Officer,,SUBMITTED,2018-09-25 05:39:00-05:00,23718,649623
Sergeant of Police,,SUBMITTED,2018-09-25 08:21:00-05:00,17913,649623
Lieutenant of Police,,APPROVED,2018-09-25 08:37:00-05:00,11450,649623
Police Officer,,SUBMITTED,2018-10-12 09:06:00-05:00,21253,649623
Captain of Police,,APPROVED,2018-10-15 11:37:00-05:00,25909,649623
Police Officer,,SUBMITTED,2018-09-25 05:47:00-05:00,30049,649631
Sergeant of Police,,SUBMITTED,2018-09-25 09:45:00-05:00,23205,649631
Lieutenant of Police,,APPROVED,2018-09-25 10:02:00-05:00,11008,649631
Police Officer,,SUBMITTED,2018-09-25 07:41:00-05:00,17282,649678
Sergeant of Police,,SUBMITTED,2018-09-25 08:04:00-05:00,18655,649678
Police Officer,,SUBMITTED,2018-09-25 08:16:00-05:00,17282,649678
Lieutenant of Police,,APPROVED,2018-09-25 08:21:00-05:00,19892,649678
Police Officer,,SUBMITTED,2018-10-18 11:16:00-05:00,26460,649678
Sergeant of Police,,APPROVED,2018-10-23 12:56:00-05:00,2216,649678
Police Officer,,SUBMITTED,2018-09-25 07:54:00-05:00,803,649679
Sergeant of Police,,SUBMITTED,2018-09-25 08:07:00-05:00,18655,649679
Police Officer,,SUBMITTED,2018-09-25 08:18:00-05:00,803,649679
Lieutenant of Police,,APPROVED,2018-09-25 08:22:00-05:00,19892,649679
Police Officer,,SUBMITTED,2018-10-18 11:18:00-05:00,26460,649679
Sergeant of Police,,APPROVED,2018-10-23 12:57:00-05:00,2216,649679
Police Officer,,SUBMITTED,2018-09-25 06:50:00-05:00,29621,649686
Sergeant of Police,,SUBMITTED,2018-09-25 08:29:00-05:00,17913,649686
Lieutenant of Police,,APPROVED,2018-09-25 08:46:00-05:00,11450,649686
Police Officer,,SUBMITTED,2018-10-12 04:42:00-05:00,21253,649686
Sergeant of Police,,SUBMITTED,2018-10-12 05:09:00-05:00,1852,649686
Captain of Police,,SUBMITTED,2018-10-15 11:34:00-05:00,25909,649686
Sergeant of Police,,APPROVED,2018-11-01 01:03:00-05:00,1852,649686
Police Officer,,SUBMITTED,2018-09-25 08:07:00-05:00,33235,649687
Sergeant of Police,,SUBMITTED,2018-09-25 09:12:00-05:00,29384,649687
Lieutenant of Police,,APPROVED,2018-09-25 09:21:00-05:00,11450,649687
Sergeant of Police,,SUBMITTED,2018-09-25 07:45:00-05:00,3017,649743
Sergeant of Police,,SUBMITTED,2018-09-25 08:08:00-05:00,18655,649743
Lieutenant of Police,,APPROVED,2018-09-25 08:29:00-05:00,19892,649743
Police Officer,,SUBMITTED,2018-10-18 11:14:00-05:00,26460,649743
Sergeant of Police,,SUBMITTED,2018-10-22 09:18:00-05:00,1852,649743
Sergeant of Police,,SUBMITTED,2018-10-23 12:55:00-05:00,2216,649743
Sergeant of Police,,APPROVED,2018-10-26 02:06:00-05:00,1852,649743
Police Officer,,SUBMITTED,2018-09-25 09:32:00-05:00,17566,649746
Sergeant of Police,,SUBMITTED,2018-09-25 09:38:00-05:00,17134,649746
Lieutenant of Police,,APPROVED,2018-09-25 10:16:00-05:00,14086,649746
Police Officer,,SUBMITTED,2018-09-25 08:09:00-05:00,16760,649783
Sergeant of Police,,SUBMITTED,2018-09-25 09:16:00-05:00,17134,649783
Lieutenant of Police,,APPROVED,2018-09-25 10:05:00-05:00,14086,649783
Lieutenant of Police,,SUBMITTED,2018-09-26 12:19:00-05:00,27392,649875
Sergeant of Police,,SUBMITTED,2018-09-26 12:38:00-05:00,28894,649875
Lieutenant of Police,,APPROVED,2018-09-26 01:22:00-05:00,25026,649875
Sergeant of Police,,APPROVED,2018-10-01 12:43:00-05:00,2216,649875
Sergeant of Police,,SUBMITTED,2018-10-01 12:43:00-05:00,2216,649875
Police Officer,,SUBMITTED,2018-09-26 12:19:00-05:00,32856,649884
Sergeant of Police,,SUBMITTED,2018-09-26 12:41:00-05:00,28894,649884
Police Officer,,SUBMITTED,2018-09-26 12:51:00-05:00,32856,649884
Lieutenant of Police,,APPROVED,2018-09-26 01:21:00-05:00,25026,649884
Police Officer,,SUBMITTED,2018-09-26 12:09:00-05:00,9680,649914
Sergeant of Police,,SUBMITTED,2018-09-26 12:42:00-05:00,3034,649914
Lieutenant of Police,,APPROVED,2018-09-26 01:41:00-05:00,29741,649914
Police Officer,,SUBMITTED,2018-09-26 11:10:00-05:00,22241,650093
Sergeant of Police,,SUBMITTED,2018-09-26 12:13:00-05:00,25976,650093
Lieutenant of Police,,APPROVED,2018-09-26 01:37:00-05:00,24814,650093
Sergeant of Police,,SUBMITTED,2018-10-01 01:29:00-05:00,2216,650093
Sergeant of Police,,APPROVED,2018-10-01 01:29:00-05:00,2216,650093
Lieutenant of Police,,APPROVED,2018-10-19 09:08:00-05:00,20677,650103
Police Officer,,SUBMITTED,2018-10-22 10:49:00-05:00,19274,650103
Sergeant of Police,,APPROVED,2018-10-22 11:26:00-05:00,1852,650103
Police Officer,,SUBMITTED,2018-09-26 10:32:00-05:00,2272,650114
Sergeant of Police,,SUBMITTED,2018-09-26 01:54:00-05:00,25976,650114
Lieutenant of Police,,APPROVED,2018-09-26 02:02:00-05:00,24814,650114
Police Officer,,SUBMITTED,2018-09-26 10:38:00-05:00,32721,650115
Sergeant of Police,,SUBMITTED,2018-09-26 12:05:00-05:00,25976,650115
Police Officer,,SUBMITTED,2018-09-26 11:09:00-05:00,33887,650129
Sergeant of Police,,SUBMITTED,2018-09-26 12:01:00-05:00,25976,650129
Lieutenant of Police,,APPROVED,2018-09-26 01:43:00-05:00,24814,650129
Police Officer,,SUBMITTED,2018-09-26 12:53:00-05:00,33218,650179
Sergeant of Police,,SUBMITTED,2018-09-26 01:30:00-05:00,13313,650179
Police Officer,,SUBMITTED,2018-09-26 03:10:00-05:00,33218,650179
